entityId,name,description
Q3624078,sovergein state,"In international law, a sovereign state,  sovereign country, or simply state, is a political entity that is represented by one centralized government that has sovereignty over a geographic area. International law defines sovereign states as having a permanent population,  defined territory, one government, and the capacity to enter into relations with other sovereign states. It is also normally understood that a sovereign state is neither dependent on nor subjected to any other power or state.While according to the declarative theory of statehood, a sovereign state can exist without being recognised by other sovereign states, unrecognised states will often find it hard to exercise full treaty-making powers and engage in diplomatic relations with other sovereign states."
Q3640,"Angora, Turkey","Ankara (, also US: , Turkish: [ˈaŋkaɾa] (listen)), historically known as Ancyra () and Angora (, also US: ), is the capital of Turkey. With a population of 4,587,558 in the urban center (2014) and 5,150,072 in its province (2015), it is Turkey's second largest city after Istanbul (the former imperial capital), having outranked İzmir in the 20th century.On 23 April 1920 the Grand National Assembly of Turkey was established in Ankara, which became the headquarters of Atatürk and the Turkish National Movement during the Turkish War of Independence. Ankara became the new Turkish capital upon the establishment of the Republic on 29 October 1923, succeeding in this role the former Turkish capital Istanbul (Constantinople) following the fall of the Ottoman Empire. The government is a prominent employer, but Ankara is also an important commercial and industrial city, located at the center of Turkey's road and railway networks. The city gave its name to the Angora wool shorn from Angora rabbits, the long-haired Angora goat (the source of mohair), and the Angora cat. The area is also known for its pears, honey and muscat grapes. Although situated in one of the driest places of Turkey and surrounded mostly by steppe vegetation except for the forested areas on the southern periphery, Ankara can be considered a green city in terms of green areas per inhabitant, at 72 square metres (775 square feet) per head.Ankara is a very old city with various Hittite, Phrygian, Hellenistic, Roman, Byzantine, and Ottoman archaeological sites. The historical center of town is a rocky hill rising 150 m (500 ft) over the left bank of the Ankara Çayı, a tributary of the Sakarya River, the classical Sangarius. The hill remains crowned by the ruins of the old citadel. Although few of its outworks have survived, there are well-preserved examples of Roman and Ottoman architecture throughout the city, the most remarkable being the 20 BC Temple of Augustus and Rome that boasts the Monumentum Ancyranum, the inscription recording the Res Gestae Divi Augusti."
Q36834,timothy thompson (composer),"A composer (Latin compōnō; literally ""one who puts together"") is a musician who is an author of music in any form, including vocal music (for a singer or choir), instrumental music, electronic music, and music which combines multiple forms. A composer may create music in any music genre, including, for example, classical music, musical theatre, blues, folk music, jazz, and popular music. Composers often express their works in a written musical score using musical notation.Many composers are, or were, also skilled performers of music."
Q37073,PopStar,"Pop music is a genre of popular music that originated in its modern form in the United States and United Kingdom during the mid-1950s. The terms ""popular music"" and ""pop music"" are often used interchangeably, although the former describes all music that is popular and includes many diverse styles. ""Pop"" and ""rock"" were roughly synonymous terms until the late 1960s, when they became increasingly differentiated from each other.Although much of the music that appears on record charts is seen as pop music, the genre is distinguished from chart music. Pop music is eclectic, and often borrows elements from other styles such as urban, dance, rock, Latin, and country; nonetheless, there are core elements that define pop music. Identifying factors include generally short to medium-length songs written in a basic format (often the verse-chorus structure), as well as common use of repeated choruses, melodic tunes, and hooks."
Q373342,Manufactured pop,"Popular music is music with wide appeal that is typically distributed to large audiences through the music industry. These forms and styles can be enjoyed and performed by people with little or no musical training.  It stands in contrast to both art music and traditional or ""folk"" music. Art music was historically disseminated through the performances of written music, although since the beginning of the recording industry, it is also disseminated through recordings. Traditional music forms such as early blues songs or hymns were passed along orally, or to smaller, local audiences.The original application of the term is to music of the 1880s Tin Pan Alley period in the United States. Although popular music sometimes is known as ""pop music"", the two terms are not interchangeable. Popular music is a generic term for a wide variety of genres of music that appeal to the tastes of a large segment of the population, whereas pop music usually refers to a specific musical genre within popular music. Popular music songs and pieces typically have easily singable melodies. The song structure of popular music commonly involves repetition of sections, with the verse and chorus or refrain repeating throughout the song and the bridge providing a contrasting and transitional section within a piece.In the 2000s, with songs and pieces available as digital sound files, it has become easier for music to spread from one country or region to another. Some popular music forms have become global, while others have a wide appeal within the culture of their origin. Through the mixture of musical genres, new popular music forms are created to reflect the ideals of a global culture. The examples of Africa, Indonesia, and the Middle East show how Western pop music styles can blend with local musical traditions to create new hybrid styles."
Q376797,Erzerum (Theodosiopolis),"Erzurum Province (Turkish: Erzurum ili) is a province of Turkey in the Eastern Anatolia Region of the country. It is bordered by the provinces of Kars and Ağrı to the east, Muş and Bingöl to the south, Erzincan and Bayburt to the west, Rize and Artvin to the north and Ardahan to the northeast."
Q38545,adanija,"Adana (pronounced [aˈda.na]; Armenian: Ադանա; Ancient Greek: Άδανα) is a major city in southern Turkey. The city is situated on the Seyhan river, 35 km (22 mi) inland from the Mediterranean, in south-central Anatolia. It is the administrative seat of the Adana Province and has a population of 1.75 million, making it the 5th most populated city in Turkey. The Adana-Mersin polycentric metropolitan area, with a population of 3 million, stretches over 70 km (43 mi) east-west and 25 km (16 mi) north-south; encompassing the cities of Mersin, Tarsus and Adana.Adana lies in the heart of Cilicia, a geo-cultural region locally known as Çukurova. Home to six million people, Cilicia is one of the largest population concentrations in Turkey, as well as the most agriculturally productive area, owing to its large stretch of flat, fertile land. The region includes the provinces of Mersin, Adana, Osmaniye and Hatay."
Q388757,Sehrazat,"Şehrazat Kemali Söylemezoğlu (born September 3, 1952), known by her stage name Şehrazat or Şehro, is a  Turkish celebutante, television personality, businesswoman, philanthropist, composer, songwriter, record producer, occasional jazz, and pop music singer."
Q3914,SCHOOLS3,"A school is an educational institution designed to provide learning spaces and learning environments for the teaching of students (or ""pupils"") under the direction of teachers. Most countries have systems of formal education, which is commonly compulsory. In these systems, students progress through a series of schools. The names for these schools vary by country (discussed in the Regional section below) but generally include primary school for young children and secondary school for teenagers who have completed primary education. An institution where higher education is taught, is commonly called a university college or university, but these higher education institutions are usually not compulsory.In addition to these core schools, students in a given country may also attend schools before and after primary (Elementary in the US) and secondary (Middle school in the US) education. Kindergarten or pre-school provide some schooling to very young children (typically ages 3–5). University, vocational school, college or seminary may be available after secondary school. A school may be dedicated to one particular field, such as a school of economics or a school of dance. Alternative schools may provide nontraditional curriculum and methods.There are also non-government schools, called private schools. Private schools  may be required when the government does not supply adequate, or special education. Other private schools can also be religious, such as Christian schools, madrasa, hawzas (Shi'a schools), yeshivas (Jewish schools), and others; or schools that have a higher standard of education or seek to foster other personal achievements. Schools for adults include institutions of corporate training, military education and training and business schools.In home schooling and online schools, teaching and learning take place outside a traditional school building.  Schools are commonly organized in several different organizational models, including departmental, small learning communities, academies, integrated, and schools-within-a-school."
Q3918,Vniversity,"A university (Latin: universitas, 'a whole') is an institution of higher (or tertiary) education and research which awards academic degrees in various academic disciplines. Universities typically provide undergraduate education and postgraduate education.The word university is derived from the Latin universitas magistrorum et scholarium, which roughly means ""community of teachers and scholars"". The modern university system has roots in the European medieval university, which was created in Italy and evolved from cathedral schools for the clergy during the High Middle Ages."
Q40549,"adana province, turkey","Adana Province, (Turkish: Adana ili) is a province of Turkey located in south-central Anatolia. With a population of  2.20 million, it is the sixth most populous province in Turkey. The administrative seat of the province is the city of Adana, home to 79% of the residents of the province. The province, geographically and as well as economically, is part of the Çukurova region together with Mersin, Osmaniye and Hatay provinces."
Q4057683,states of the german empire 1871-1918,"The German Empire consisted originally of 26, and later (as of 1876) 25 constituent states and an Imperial Territory, the largest of which was Prussia. These states, or Staaten (or Bundesstaaten, i.e. federal states, a name derived from the previous North German Confederation; they became known as Länder during the Weimar Republic) each had votes in the Bundesrat, which gave them representation at a federal level.Several of these states had gained sovereignty following the dissolution of the Holy Roman Empire. Others were created as sovereign states after the Congress of Vienna in 1815. Territories were not necessarily contiguous, such as Bavaria, or Oldenburg—many existed in several parts (enclaves and exclaves), as a result of historical acquisitions, or, in several cases, divisions of the ruling family trees."
Q406,istanbul (turkey),"Istanbul (, also US: ; Turkish: İstanbul [isˈtanbuɫ] (listen)), formerly known as Byzantium and Constantinople, is the most populous city in Turkey and the country's economic, cultural and historic center. Istanbul is a transcontinental city in Eurasia, straddling the Bosporus strait (which separates Europe and Asia) between the Sea of Marmara and the Black Sea. Its commercial and historical center lies on the European side and about a third of its population lives in suburbs on the Asian side of the Bosporus. With a total population of around 15 million residents in its metropolitan area, Istanbul is one of the world's most populous cities, ranking as the world's fourth largest city proper and the largest European city. The city is the administrative center of the Istanbul Metropolitan Municipality (coterminous with Istanbul Province). Istanbul is  a bridge between the East and West.Founded under the name of Byzantion (Βυζάντιον) on the Sarayburnu promontory around 660 BCE, the city grew in size and influence, becoming one of the most important cities in history. After its reestablishment as Constantinople in 330 CE, it served as an imperial capital for almost 16 centuries, during the Roman/Byzantine (330–1204), Latin (1204–1261), Palaiologos Byzantine (1261–1453) and Ottoman (1453–1922) empires. It was instrumental in the advancement of Christianity during Roman and Byzantine times, before the Ottomans conquered the city in 1453 CE and transformed it into an Islamic stronghold and the seat of the Ottoman Caliphate. Under the name Constantinople it was the Ottoman capital until 1923. The capital was then moved to Ankara and the city was now called Istanbul.The city held the strategic position between the Black Sea and the Mediterranean. It was also on the historic Silk Road.  It controlled rail networks to Europe and the Middle East, and was the only sea route between the Black Sea and the Mediterranean. Russia always wanted control so it would have an outlet. In 1923 Ankara was chosen instead as the new Turkish capital after the Turkish War of Independence, and the city's name was changed to Istanbul. Nevertheless, the city maintained its prominence in geopolitical and cultural affairs. The population of the city has increased tenfold since the 1950s, as migrants from across Anatolia have moved in and city limits have expanded to accommodate them. Arts, music, film, and cultural festivals were established towards the end of the 20th century and continue to be hosted by the city today. Infrastructure improvements have produced a complex transportation network in the city.Approximately 12.56 million foreign visitors arrived in Istanbul in 2015, five years after it was named a European Capital of Culture, making the city the world's fifth most popular tourist destination. The city's biggest attraction is its historic center, partially listed as a UNESCO World Heritage Site, and its cultural and entertainment hub is across the city's natural harbor, the Golden Horn, in the Beyoğlu district. Considered a global city, Istanbul has one of the fastest-growing metropolitan economies in the world. It hosts the headquarters of many Turkish companies and media outlets and accounts for more than a quarter of the country's gross domestic product. Hoping to capitalize on its revitalization and rapid expansion, Istanbul has bid for the Summer Olympics five times in twenty years."
Q41304,Weimar regime,"The Weimar Republic (German: Weimarer Republik [ˈvaɪmaʁɐ ʁepuˈbliːk] (listen)), also known as 'Weimar Germany,' is an unofficial historical designation for the German state from 1918 to 1933. The name derives from the city of Weimar, where its constitutional assembly first took place. The official name of the republic remained Deutsches Reich unchanged from 1871, because of the German tradition of substates. Although commonly translated as ""German Empire"", the word Reich here better translates as ""realm"", in that the term does not have monarchical connotations in itself. The Reich was changed from a constitutional monarchy into a republic. In English, the country was usually known simply as Germany.Germany became a de facto republic on 9 November 1918 when Kaiser Wilhelm II abdicated the German and Prussian thrones with no agreement made on a succession by his son Crown Prince Wilhelm, and became a de jure republic in February 1919 when the position of President of Germany was created. A national assembly was convened in Weimar, where a new constitution for Germany was written and adopted on 11 August 1919. In its fourteen years, the Weimar Republic faced numerous problems, including hyperinflation, political extremism (with paramilitaries—both left- and right-wing) as well as contentious relationships with the victors of the First World War. Resentment in Germany towards the Treaty of Versailles was strong especially on the political right where there was great anger towards those who had signed the Treaty and submitted to fulfill the terms of it. The Weimar Republic fulfilled most of the requirements of the Treaty of Versailles although it never completely met its disarmament requirements and eventually paid only a small portion of the war reparations (by twice restructuring its debt through the Dawes Plan and the Young Plan). Under the Locarno Treaties, Germany accepted the western borders of the country by abandoning irredentist claims on France and Belgium, but continued to dispute the eastern borders and sought to persuade German-speaking Austria to join Germany as one of Germany's states.From 1930 onwards President Hindenburg used emergency powers to back Chancellors Heinrich Brüning, Franz von Papen and General Kurt von Schleicher. The Great Depression, exacerbated by Brüning's policy of deflation, led to a surge in unemployment. In 1933, Hindenburg appointed Adolf Hitler as Chancellor with the Nazi Party being part of a coalition government. The Nazis held two out of the remaining ten cabinet seats. Von Papen as Vice Chancellor was intended to be the ""éminence grise"" who would keep Hitler under control, using his close personal connection to Hindenburg. Within months, the Reichstag Fire Decree and the Enabling Act of 1933 had brought about a state of emergency: it wiped out constitutional governance and civil liberties. Hitler's seizure of power (Machtergreifung) was permissive of government by decree without legislative participation. These events brought the republic to an end – as democracy collapsed, the founding of a single-party state began the dictatorship of the Nazi era."
Q4156426,Aynur Aydin,Aynur Aydın (born 15 December 1985) is a Turkish singer.
Q4209223,jural state,"Rechtsstaat is a doctrine in continental European legal thinking, originating in German  jurisprudence.  It can be translated into English as ""rule of law"", alternatively ""legal state"", ""state of law"", ""state of justice"", ""state of rights"", or ""state based on justice and integrity"".A Rechtsstaat is a ""constitutional state"" in which the exercise of governmental power is constrained by the law, and is often tied to the Anglo-American concept of the rule of law, but differs from it in that it also emphasizes what is just (i.e., a concept of moral rightness based on ethics, rationality, law, natural law, religion, or equity). Thus it is the opposite of Obrigkeitsstaat or Nichtrechtsstaat (a state based on the arbitrary use of power), and of Unrechtsstaat (a non-Rechtsstaat with the capacity to become one after a period of historical development).In a Rechtsstaat, the power of the state is limited in order to protect citizens from the arbitrary exercise of authority. The citizens share legally based civil liberties and can use the courts."
Q43,turkiye,"Turkey (Turkish: Türkiye [ˈtyɾcije]), officially the Republic of Turkey (Turkish: Türkiye Cumhuriyeti [ˈtyɾcije dʒumˈhuɾijeti] (listen)), is a transcontinental country located mainly in Western Asia, with a smaller portion on the Balkan Peninsula in Southeast Europe. East Thrace, located in Europe, is separated from Anatolia by the Sea of Marmara, the Bosphorous strait and the Dardanelles (collectively called the Turkish Straits). Turkey is bordered by Greece and Bulgaria to its northwest; Georgia to its northeast; Armenia, the Azerbaijani exclave of Nakhchivan and Iran to the east; and Iraq and Syria to the south. Istanbul is the largest city, but more central Ankara is the capital. Approximately 70 to 80 per cent of the country's citizens identify as Turkish. Kurds are the largest minority; the size of the Kurdish population is a subject of dispute with estimates placing the figure at anywhere from 12 to 25 per cent of the population.At various points in its history, the region has been inhabited by diverse civilizations including the Assyrians, Greeks, Thracians, Phrygians, Urartians, and Armenians. Hellenization started during the era of Alexander the Great and continued into the Byzantine era. The Seljuk Turks began migrating into the area in the 11th century, and their victory over the Byzantines at the Battle of Manzikert in 1071 symbolizes the start and foundation of Turkey. The Seljuk Sultanate of Rûm ruled Anatolia until the Mongol invasion in 1243, when it disintegrated into small Turkish principalities. Beginning in the late 13th-century, the Ottomans started uniting these Turkish principalities. After Mehmed II conquered Constantinople in 1453, Ottoman expansion continued under Selim I. During the reign of Suleiman the Magnificent the Ottoman Empire encompassed much of Southeast Europe, West Asia and North Africa and became a world power. In the following centuries the state entered a period of decline with a gradual loss of territories and wars. In an effort to consolidate the weakening social and political foundations of the empire, Mahmut II started a period of modernisation in the early 19th century, bringing reforms in all areas of the state including the military and bureaucracy along with the emancipation of all citizens.In 1913, a coup d'état effectively put the country under the control of the Three Pashas. During World War I, the Ottoman government committed genocides against its Armenian, Assyrian and Pontic Greek subjects. Following the war, the conglomeration of territories and peoples that formerly comprised the Ottoman Empire was partitioned into several new states. The Turkish War of Independence, initiated by Mustafa Kemal Atatürk and his colleagues against occupying Allied Powers, resulted in the abolition of monarchy in 1922 and the establishment of the Republic of Turkey in 1923, with Atatürk as its first president. Atatürk enacted numerous reforms, many of which incorporated various aspects of Western thought, philosophy, and customs into the new form of Turkish government. The Kurdish–Turkish conflict, an armed conflict between the Republic of Turkey and Kurdish insurgents, has been active since 1984 primarily in the southeast of the country. Various Kurdish groups demand separation from Turkey to create an independent Kurdistan or to have autonomy and greater political and cultural rights for Kurds in Turkey.Turkey is a charter member of the UN, an early member of NATO, the IMF and the World Bank, and a founding member of the OECD, OSCE, BSEC, OIC and G-20. After becoming one of the first members of the Council of Europe in 1949, Turkey became an associate member of the EEC in 1963, joined the EU Customs Union in 1995 and started accession negotiations with the European Union in 2005 which have been effectively stopped by the EU in 2017 due to ""Turkey's path toward autocratic rule"". Turkey's economy and diplomatic initiatives led to its recognition as a regional power while its location has given it geopolitical and strategic importance throughout history. Turkey is a secular, unitary, formerly parliamentary republic which adopted a presidential system with a referendum in 2017; the new system came into effect with the presidential election in 2018. Turkey's current administration headed by president Recep Tayyip Erdoğan of the AKP has enacted measures to increase the influence of Islam, and undermine Kemalist policies and freedom of the press."
Q43287,deutsches kaiserreich,"The German Empire (German: Deutsches Kaiserreich, officially Deutsches Reich), also known as Imperial Germany, was the German nation state that existed from the unification of Germany in 1871 until the abdication of Kaiser Wilhelm II in 1918.It was founded in 1871 when the south German states, except for Austria, joined the North German Confederation. On 1 January 1871, the new constitution came into force that changed the name of the federal state and introduced the title of emperor for Wilhelm I, King of Prussia from the House of Hohenzollern. Berlin remained its capital, and Otto, Prince of Bismarck remained Chancellor, the head of government. As these events occurred, the Prussian-led North German Confederation and its southern German allies were still engaged in the Franco-Prussian War.The German Empire consisted of 26 states, most of them ruled by royal families. They included four kingdoms, six grand duchies, five duchies (six before 1876), seven principalities, three free Hanseatic cities, and one imperial territory. Although Prussia was one of several kingdoms in the realm, it contained about two thirds of Germany's population and territory. Prussian dominance had also been established constitutionally.After 1850, the states of Germany had rapidly become industrialized, with particular strengths in coal, iron (and later steel), chemicals, and railways. In 1871, Germany had a population of 41 million people; by 1913, this had increased to 68 million. A heavily rural collection of states in 1815, the now united Germany became predominantly urban. During its 47 years of existence, the German Empire was an industrial, technological, and scientific giant, gaining more Nobel Prizes in science than any other country. By 1900, Germany was the largest economy in Europe, surpassing the United Kingdom, as well as the second-largest in the world, behind only the United States.From 1867 to 1878/9, Otto von Bismarck's tenure as the first and to this day longest reigning Chancellor was marked by relative liberalism, but it became more conservative afterwards. Broad reforms, and the Kulturkampf marked his period in the office. Late in Bismarck's chancellorship and in spite of his personal opposition, Germany became involved in colonialism. Claiming much of the leftover territory that was yet unclaimed in the Scramble for Africa, it managed to build the third-largest colonial empire after the British and the French ones. As a colonial state, it sometimes clashed with other European powers, especially the British Empire.Germany became a great power, boasting a rapidly developing rail network, the world's strongest army, and a fast-growing industrial base. In less than a decade, its navy became second only to Britain's Royal Navy. After the removal of Otto von Bismarck by Wilhelm II in 1890, the Empire embarked on Weltpolitik – a bellicose new course that ultimately contributed to the outbreak of World War I. In addition, Bismarck's successors were incapable of maintaining their predecessor's complex, shifting, and overlapping alliances which had kept Germany from being diplomatically isolated. This period was marked by various factors influencing the Emperor's decisions, which were often perceived as contradictory or unpredictable by the public. In 1879, the German Empire consolidated the Dual Alliance with Austria-Hungary, followed by the Triple Alliance with Italy in 1882. It also retained strong diplomatic ties to the Ottoman Empire. When the great crisis of 1914 arrived, Italy left the alliance and the Ottoman Empire formally allied with Germany.In the First World War, German plans to capture Paris quickly in the autumn of 1914 failed.  The war on the Western Front became a stalemate. The Allied naval blockade caused severe shortages of food. However, Imperial Germany had  success on the Eastern Front; it occupied a large amount of territory to its east following the Treaty of Brest-Litovsk. The German declaration of unrestricted submarine warfare in early 1917 contributed to bringing the United States into the war.The high command under Paul von Hindenburg and Erich Ludendorff increasingly controlled the country, but in October after the failed offensive in spring 1918, the German armies were in retreat, allies Austria-Hungary and the Ottoman Empire had collapsed, and Bulgaria had surrendered. The Empire collapsed in the November 1918 Revolution with the abdications of its monarchs. This left a postwar federal republic and a devastated and unsatisfied populace, which later led to the rise of Adolf Hitler and Nazism."
Q43702,Federal political system,"A federation (also known as a federal state) is a political entity characterized by a union of partially self-governing provinces, states, or other regions under a central federal government (federalism). In a federation, the self-governing status of the component states, as well as the division of power between them and the central government, is typically constitutionally entrenched and may not be altered by a unilateral decision of either party, the states or the federal political body. Alternatively, federation is a form of government in which sovereign power is formally divided between a central authority and a number of constituent regions so that each region retains some degree of control over its internal affairs. It is often argued that federal states where the central government has the constitutional authority to suspend a constituent state's government by invoking gross mismanagement or civil unrest, or to adopt national legislation that overrides or infringe on the constituent states' powers by invoking the central government's constitutional authority to ensure ""peace and good government"" or to implement obligations contracted under an international treaty, are not truly federal states.The governmental or constitutional structure found in a federation is considered to be federalist, or to be an example of federalism. It can be considered the opposite of another system, the unitary state. France, for example, has been unitary for multiple centuries. Austria and its Bundesländer was a unitary state with administrative divisions that became federated through the implementation of the Austrian Constitution following the 1918 collapse of Austria-Hungary. Germany, with its 16 states, or Bundesländer, is an example of a federation. Federations are often multiethnic and cover a large area of territory (such as Russia, the United States, Canada, India, or Brazil), but neither is necessarily the case (such as Saint Kitts and Nevis).Several ancient chiefdoms and kingdoms, such as the 4th-century BCE League of Corinth, Noricum in Central Europe, and the Haudenosaunee Confederation in pre-Columbian North America, could be described as federations or confederations. The Old Swiss Confederacy was an early example of formal non-unitary statehood.Several colonies and dominions in the New World consisted of autonomous provinces, transformed to federal states upon independence such as the United States, and various countries in Latin America (see Spanish American wars of independence). Some of the New World federations failed; the Federal Republic of Central America broke up into independent states less than 20 years after its founding. Others, such as Argentina and Mexico, have shifted between federal, confederal, and unitary systems, before settling into federalism. Brazil became a federation only after the fall of the monarchy, and Venezuela became a federation after the Federal War. Australia and Canada are also federations.Germany is another nation-state that has switched between confederal, federal and unitary rules, since the German Confederation was founded in 1815. The North German Confederation, the succeeding German Empire and the Weimar Republic were federations.Founded in 1922, the Soviet Union was formally a federation of Soviet republics, autonomous republics and other federal subjects, though in practice highly centralized under the government of the Soviet Union. The Russian Federation has inherited a similar system.Nigeria, Pakistan, India and Malaysia (then Federation of Malaya) became federations on or shortly before becoming independent from the British Empire.In some recent cases, federations have been instituted as a measure to handle ethnic conflict within a state, such as Bosnia and Herzegovina, and Iraq since 2005.With the United States Constitution having become effective on 4 March 1789, the United States is the oldest surviving federation. On the other end of the timeline is Nepal, which became the newest federation after its constitution went into effect on 20 September 2015."
Q4386612,Ankara State Conservatory,"The Hacettepe University Ankara State Conservatory, the first conservatory to be founded in the Republic of Turkey, was established in 1936 by a directive of Mustafa Kemal Atatürk.The conservatory is part of Hacettepe University."
Q4671277,Academic institution,"Academic institution is an educational institution dedicated to education and research, which grants academic degrees. See also academy and university.."
Q481289,List of official residences,"An official residence is the residence at which a nation's head of state, head of government, governor, religious leader, leaders of international organizations, or other senior figure officially resides. It may or may not be the same location where the individual conducts work-related functions or lives."
Q482980,Auther,"An author is the creator or originator of any written work such as a book or play, and is also considered a writer. More broadly defined, an author is ""the person who originated or gave existence to anything"" and whose authorship determines responsibility for what was created."
Q48336,turkish provinces,Turkey is divided into 81 provinces (Turkish: il). Each province is divided into a number of different districts (ilçe). Each provincial government is seated in the central district (merkez ilçe).  The central district usually bears the name of the province (e.g. the city of Van is the central district of Van Province).  There are only three exceptions to this naming scheme: Adapazarı of Sakarya ProvinceAntakya of Hatay Provinceİzmit of Kocaeli ProvinceEach province is administered by an appointed governor (vali) from the Ministry of the Interior.
Q48349,empire creation and destruction,"An empire is a sovereign state functioning as an aggregate of nations or people that are ruled over by an emperor or another kind of monarch. The territory and population of an empire is commonly of greater extent than the one of a kingdom.An empire can be made solely of contiguous territories, such as the Austro-Hungarian Empire or the Russian Empire, or of territories far remote from the homeland, such as a colonial empire. Aside from the more formal usage, the word empire can also refer colloquially to a large-scale business enterprise (e.g. a transnational corporation), a political organisation controlled by a single individual (a political boss), or a group (political bosses). The word empire is associated with such other words as imperialism, colonialism, and globalization. Empire is often used to describe a displeasure to overpowering situations.An imperial political structure can be established and maintained in two ways: (i) as a territorial empire of direct conquest and control with force or (ii) as a coercive, hegemonic empire of indirect conquest and control with power. The former method provides greater tribute and direct political control, yet limits further expansion because it absorbs military forces to fixed garrisons. The latter method provides less tribute and indirect control, but avails military forces for further expansion. Territorial empires (e.g. the Mongol Empire and Delhi Sultanate) tend to be contiguous areas. The term, on occasion, has been applied to maritime empires or thalassocracies (e.g. the Athenian and British empires) with looser structures and more scattered territories."
Q483501,👨🏽‍🎨,"An artist is a person engaged in an activity related to creating art, practicing the arts, or demonstrating an art. The common usage in both everyday speech and academic discourse is a practitioner in the visual arts only. The term is often used in the entertainment business, especially in a business context, for musicians and other performers (less often for actors). ""Artiste"" (the French for artist) is a variant used in English only in this context; this use is becoming rare. Use of the term to describe writers, for example, is valid, but less common, and mostly restricted to contexts like criticism."
Q486972,community,"In geography, statistics and archaeology, a settlement, locality or populated place is a community in which people live. The complexity of a settlement can range from a small number of dwellings grouped together to the largest of cities with surrounding urbanized areas. Settlements may include hamlets, villages, towns and cities.  A settlement may have known historical properties such as the date or era in which it was first settled, or first settled by  particular people.In the field of geospatial predictive modeling, settlements are ""a city, town, village or other agglomeration of buildings where people live and work"".A settlement conventionally includes its constructed facilities such as roads, enclosures, field systems, boundary banks and ditches, ponds, parks and woods, wind and water mills, manor houses, moats and churches.The oldest remains that have been found of constructed dwellings are remains of huts that were made of mud and branches around 17,000 BC at the Ohalo site (now underwater) near the edge of the Sea of Galilee. The Natufians built houses, also in the Levant, around 10,000 BC. Remains of settlements such as villages become much more common after the invention of agriculture."
Q488205,Singer songwriter,"Singer-songwriters are musicians who write, compose, and perform their own musical material, including lyrics and  melodies.In the United States, the category built on the folk-acoustic tradition.Singer-songwriters often provide the sole accompaniment to an entire  composition or song, typically using a guitar or piano."
Q49757,poetess,"A poet is a person who creates poetry. Poets may describe themselves as such or be described as such by others. A poet may simply be a writer of poetry, or may perform their art to an audience.The work of a poet is essentially one of communication, either expressing ideas in a literal sense, such as writing about a specific event or place, or metaphorically. Poets have existed since antiquity, in nearly all languages, and have produced works that vary greatly in different cultures and periods. Throughout each civilization and language, poets have used various styles that have changed through the course of literary history, resulting in a history of poets as diverse as the literature they have produced."
Q5,Huamn,"Humans (Homo sapiens) are the only extant members of the subtribe Hominina. Together with chimpanzees, gorillas, and orangutans, they are part of the family Hominidae (the great apes, or hominids). A terrestrial animal, humans are characterized by their erect posture and bipedal locomotion; high manual dexterity and heavy tool use compared to other animals; open-ended and complex language use compared to other animal communications; larger, more complex brains than other animals; and highly advanced and organized societies.Early hominins—particularly the australopithecines, whose brains and anatomy are in many ways more similar to ancestral non-human apes—are less often referred to as ""human"" than hominins of the genus Homo. Several of these hominins used fire, occupied much of Eurasia, and gave rise to anatomically modern Homo sapiens in Africa about 315,000 years ago.  Humans began to exhibit evidence of behavioral modernity around 50,000 years ago, and in several waves of migration, they ventured out of Africa and populated most of the world.The spread of the large and increasing population of humans has profoundly affected much of the biosphere and millions of species worldwide. Advantages that explain this evolutionary success include a larger brain with a well-developed neocortex, prefrontal cortex and temporal lobes, which enable advanced abstract reasoning, language, problem solving, sociality, and culture through social learning. Humans use tools more frequently and effectively than any other animal; and are the only extant species to build fires, cook food, clothe themselves, and create and use numerous other technologies and arts.Humans uniquely use such systems of symbolic communication as language and art to express themselves and exchange ideas, and also organize themselves into purposeful groups. Humans create complex social structures composed of many cooperating and competing groups, from families and kinship networks to political states. Social interactions between humans have established an extremely wide variety of values, social norms, and rituals, which together undergird human society. Curiosity and the human desire to understand and influence the environment and to explain and manipulate phenomena (or events) have motivated humanity's development of science, philosophy, mythology, religion, anthropology, and numerous other fields of knowledge.Though most of human existence has been sustained by hunting and gathering in band societies, increasingly many human societies transitioned to sedentary agriculture approximately some 10,000 years ago, domesticating plants and animals, thus enabling the growth of civilization. These human societies subsequently expanded, establishing various forms of government, religion, and culture around the world, and unifying people within regions to form states and empires. The rapid advancement of scientific and medical understanding in the 19th and 20th centuries permitted the development of fuel-driven technologies and increased lifespans, causing the human population to rise exponentially. The global human population was estimated to be near 7.7 billion in 2019."
Q5119,National Capital,"A capital city (or simply capital) is the municipality exercising primary status in a country, state, province, or other administrative region, usually as its seat of government. A capital is typically a city that physically encompasses the government's offices and meeting places; the status as capital is often designated by its law or constitution. In some jurisdictions, including several countries, the different branches of government are located in different settlements. In some cases, a distinction is made between the official (constitutional) capital and the seat of government, which is in another place.Capital cities that also serve as the prime economic, population, cultural, or intellectual centres of a nation or an empire are sometimes referred to as primate cities. Examples are Athens, Bangkok, Brussels, Copenhagen, Cairo, London, Mexico City, Paris, Seoul and Tokyo.News media often use the name of a capital city as an alternative name for the country of which it is the capital or of the government that is seated there, as a form of metonymy. For example, ""relations between Washington and London"" refer to ""relations between the United States and the United Kingdom""."
